 ,Label,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height
142,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0270,400,6.782,1.815,2,11,260,100,20,20
143,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0290,400,6.152,1.796,3,13,280,100,20,20
144,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0310,400,7.112,1.870,2,12,300,100,20,20
145,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0330,400,6.397,2.001,2,13,320,100,20,20
146,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0350,400,7.160,2.075,2,14,340,100,20,20
147,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0370,400,7.385,2.039,3,13,360,100,20,20
148,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0390,400,7.120,2.181,2,12,380,100,20,20
149,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0410,400,6.428,2.081,2,13,400,100,20,20
150,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0430,400,5.420,1.753,2,12,420,100,20,20
151,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0450,400,6.963,2.018,3,13,440,100,20,20
152,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0470,400,5.890,2.179,3,13,460,100,20,20
153,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0490,400,6.255,1.944,2,12,480,100,20,20
154,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0510,400,6.522,1.963,3,13,500,100,20,20
155,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0530,400,7.407,1.724,3,15,520,100,20,20
156,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0550,400,7.115,1.904,3,12,540,100,20,20
157,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0570,400,7.728,1.874,2,13,560,100,20,20
158,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0590,400,6.532,2.165,2,12,580,100,20,20
159,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0610,400,6.383,2.164,2,13,600,100,20,20
160,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0630,400,6.540,1.838,2,12,620,100,20,20
161,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0650,400,6.322,2.088,2,14,640,100,20,20
162,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0670,400,7.060,1.941,3,13,660,100,20,20
163,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0690,400,6.515,2.176,3,13,680,100,20,20
164,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0710,400,6.415,1.844,3,13,700,100,20,20
165,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0730,400,6.270,1.793,2,12,720,100,20,20
166,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0750,400,6.662,2.033,2,12,740,100,20,20
167,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0770,400,7.643,1.869,3,14,760,100,20,20
168,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0790,400,7.130,2.164,3,16,780,100,20,20
169,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0810,400,6.933,2.174,2,15,800,100,20,20
170,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0830,400,7.782,2.261,4,14,820,100,20,20
171,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0850,400,7.500,1.927,3,13,840,100,20,20
172,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0870,400,7.970,2.680,2,14,860,100,20,20
173,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0890,400,8.400,1.671,4,12,880,100,20,20
174,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0910,400,7.860,2.607,1,14,900,100,20,20
175,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0930,400,9.018,2.132,4,15,920,100,20,20
176,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0950,400,11.470,3.854,7,44,940,100,20,20
177,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-0970,381,10.202,2.117,6,18,960,100,20,20
178,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0107-0990,162,8.660,2.346,3,16,980,100,20,14
179,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0101-1002,7,5.857,1.574,4,8,1000,100,5,2
180,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0103-1093,57,4.912,1.683,2,8,1087,100,13,7
181,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-1110,286,7.164,2.255,2,13,1100,100,20,20
182,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-1130,376,5.723,1.858,2,11,1120,100,20,20
183,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-1150,400,6.968,2.217,3,14,1140,100,20,20
184,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-1170,400,6.197,2.107,2,12,1160,100,20,20
185,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-1190,400,6.032,1.847,3,12,1180,100,20,20
186,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-1210,400,6.312,1.708,3,11,1200,100,20,20
187,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-1230,400,6.510,1.892,3,13,1220,100,20,20
188,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0110-1250,325,6.585,1.968,3,13,1240,100,20,20
189,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0105-1264,44,6.273,1.744,4,11,1260,100,8,10
190,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0129-0151,290,5.407,1.819,2,12,142,120,18,18
191,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0129-0170,360,6.244,1.941,3,13,160,120,20,18
192,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0129-0190,343,6.499,1.902,3,14,180,120,20,18
193,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0128-0210,340,5.862,2.188,2,12,200,120,20,17
194,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0129-0230,361,6.634,1.756,3,11,220,120,20,19
195,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0250,396,6.404,1.939,3,12,240,120,20,20
196,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0270,400,7.100,1.802,3,12,260,120,20,20
197,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0290,400,7.085,1.832,3,11,280,120,20,20
198,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0310,400,7.572,2.019,3,13,300,120,20,20
199,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0330,400,6.867,1.994,3,13,320,120,20,20
200,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0350,400,7.202,2.109,3,13,340,120,20,20
201,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0370,400,7.880,1.897,3,13,360,120,20,20
202,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0390,400,6.513,1.926,2,12,380,120,20,20
203,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0410,400,5.968,1.730,2,12,400,120,20,20
204,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0430,400,6.310,1.946,2,12,420,120,20,20
205,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0450,400,5.888,1.764,2,12,440,120,20,20
206,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0470,400,5.893,1.717,3,12,460,120,20,20
207,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0490,400,6.978,2.130,3,14,480,120,20,20
208,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0510,400,8.135,2.421,4,15,500,120,20,20
209,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0530,400,7.565,1.797,3,13,520,120,20,20
210,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0550,400,6.643,1.898,3,12,540,120,20,20
211,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0570,400,6.980,1.931,3,13,560,120,20,20
212,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0590,400,7.022,1.872,4,13,580,120,20,20
213,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0610,400,6.838,2.278,1,13,600,120,20,20
214,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0630,400,7.115,2.276,2,12,620,120,20,20
215,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0650,400,8.752,2.347,4,15,640,120,20,20
216,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0670,400,7.923,2.033,4,13,660,120,20,20
217,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0690,400,8.075,2.004,3,14,680,120,20,20
218,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0710,400,8.197,2.215,3,15,700,120,20,20
219,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0730,400,6.865,2.115,2,12,720,120,20,20
220,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0750,400,7.060,1.899,3,13,740,120,20,20
221,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0770,400,7.938,2.034,2,15,760,120,20,20
222,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0790,400,6.810,1.982,2,13,780,120,20,20
223,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0810,400,8.182,1.665,4,14,800,120,20,20
224,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0830,400,9.408,2.009,5,17,820,120,20,20
225,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0850,400,9.137,1.906,4,15,840,120,20,20
226,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0870,400,10.133,2.117,6,16,860,120,20,20
227,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0890,400,9.832,1.907,6,16,880,120,20,20
228,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-0910,376,9.130,2.304,3,18,900,120,20,20
229,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0129-0930,317,10.054,2.292,3,15,920,120,20,18
230,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0127-0950,250,9.472,2.142,4,15,940,120,20,15
231,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0125-0966,79,9.367,2.220,4,15,960,120,13,10
232,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0121-1111,3,3.667,0.577,3,4,1110,120,2,2
233,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0122-1136,17,3.353,0.786,3,5,1133,120,7,4
234,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0127-1150,204,5.314,1.667,2,10,1140,120,20,15
235,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-1170,347,6.663,1.953,2,12,1160,120,20,20
236,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-1190,400,7.355,2.041,3,14,1180,120,20,20
237,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0130-1210,255,6.961,1.641,3,13,1200,120,20,20
238,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0127-1230,256,7.215,1.792,3,12,1220,120,20,15
239,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0123-1242,21,7.667,1.683,5,11,1240,120,5,7
240,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0140-0256,7,6.857,1.773,4,10,253,140,7,1
241,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0141-0270,46,6.717,1.328,5,10,260,140,20,3
242,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0142-0290,88,6.989,2.026,3,11,280,140,20,5
243,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0143-0310,125,7.200,1.934,3,15,300,140,20,7
244,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0144-0330,161,7.329,1.568,3,12,320,140,20,9
245,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0145-0350,197,6.076,1.924,1,11,340,140,20,11
246,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0146-0370,233,6.674,1.683,3,11,360,140,20,13
247,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0147-0390,270,5.878,1.844,2,11,380,140,20,14
248,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0148-0410,307,5.612,1.783,2,12,400,140,20,16
249,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0149-0430,343,5.534,1.985,1,12,420,140,20,18
250,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0150-0450,379,5.438,1.863,2,11,440,140,20,20
251,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0150-0470,400,5.527,1.654,2,12,460,140,20,20
252,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0150-0490,400,6.582,2.144,2,14,480,140,20,20
253,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0150-0510,400,7.122,2.055,3,13,500,140,20,20
254,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0150-0530,400,7.810,1.715,4,12,520,140,20,20
255,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0150-0550,400,6.625,1.866,2,12,540,140,20,20
256,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0150-0570,400,7.590,1.723,4,12,560,140,20,20
257,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0150-0590,400,7.355,2.166,2,12,580,140,20,20
258,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0150-0610,400,7.487,2.189,3,13,600,140,20,20
259,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0150-0630,400,7.678,2.069,3,14,620,140,20,20
260,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0150-0650,400,7.412,1.975,2,13,640,140,20,20
261,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0150-0670,384,8.018,2.183,2,14,660,140,20,20
262,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0149-0690,369,7.531,2.069,3,12,680,140,20,19
263,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0149-0710,358,8.469,1.893,4,14,700,140,20,18
264,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0148-0730,340,7.665,1.813,4,13,720,140,20,17
265,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0148-0750,327,6.979,2.005,3,13,740,140,20,17
266,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0148-0770,310,7.252,1.936,3,14,760,140,20,16
267,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0147-0790,267,7.165,2.006,3,13,780,140,20,14
268,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0146-0810,226,7.119,2.059,2,12,800,140,20,12
269,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0145-0830,185,7.946,2.171,2,14,820,140,20,10
270,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0144-0850,165,8.958,2.420,4,14,840,140,20,9
271,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0143-0870,115,7.678,2.364,3,13,860,140,20,7
272,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0142-0890,58,7.638,2.066,4,12,880,140,20,5
273,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0140-0900,1,6.000,0.000,6,6,900,140,1,1
274,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0142-1190,52,7.346,2.551,4,13,1181,140,19,5
275,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0142-1201,13,9.077,0.494,8,10,1200,140,3,5
276,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0161-0473,15,4.800,1.373,3,7,467,160,13,2
277,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0161-0490,51,5.529,1.255,3,8,480,160,20,3
278,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0162-0510,89,6.202,2.112,2,10,500,160,20,5
279,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0163-0530,116,6.905,1.615,3,11,520,160,20,6
280,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0162-0550,99,4.354,1.223,2,7,540,160,20,5
281,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0162-0570,80,5.287,1.663,3,12,560,160,20,4
282,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0161-0590,60,7.450,1.651,4,11,580,160,20,3
283,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0161-0610,41,6.951,1.359,5,10,600,160,20,3
284,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk12.mCherry.BandC.jpg:0161-0630,22,6.364,1.432,3,9,620,160,20,2
